var,n,min,q1,median,mean,q3,max,sd,skew,kurt
median_household_income,134,42618,54627,64903,72744.76691729324,84395,173655,24631.817783130045,1.3410387905195011,1.8565747947444784
life_expectancy,134,64.32283957,73.136732359,75.23763437,75.14998594916541,77.615314885,88.913943176,3.894185791393061,-0.03567506395596171,1.174192740808035
