n,min_obesity,q1_obesity,median_obesity,mean_obesity,q3_obesity,max_obesity,min_life_exp,q1_life_exp,median_life_exp,mean_life_exp,q3_life_exp,max_life_exp,sd_obesity,sd_life_exp,cor_pearson,lm_slope,lm_intercept,lm_r_squared
134,25.9,35.8,38.6,38.590225563909776,41.4,47.1,64.32283957,73.136732359,75.23763437,75.14998594916541,77.615314885,88.913943176,4.114955441079381,3.894185791393061,-0.7227415561295906,-0.6839660693849232,101.54439084479033,0.5223553569566227
